transaction_id,customer_id,amount,currency,payment_method,failure_reason,attempt_number,customer_total_transactions,customer_successful_transactions,customer_failed_transactions,customer_success_rate,customer_lifetime_value,customer_age_days,transaction_date,hour_of_day,day_of_week,days_since_last_transaction,is_retry,customer_recent_failure_count,customer_recent_success_count,customer_avg_transaction_amount,amount_vs_avg_ratio,customer_failure_rate,customer_days_active,recovery_probability_actual,recovered
1791,202,381.12,INR,upi,card_blocked,1,16,12.0,4.0,0.811176569272796,7405.532146215746,675,2025-01-10 03:00:00,3,4,5.890211718022548,0,4.0,10.0,462.84575913848414,0.8234276591610042,0.18882343072720398,675,0.01,0
1792,21,797.84,INR,card,authentication_failed,2,15,11.0,4.0,0.748448536986426,1548.2537801125056,1715,2025-01-13 17:00:00,17,0,1.0875776710499707,1,4.0,10.0,103.21691867416705,7.729740533319002,0.251551463013574,1715,0.06438457282989771,0
1793,669,587.6,INR,emi,merchant_error,1,18,15.0,3.0,0.8563852389455506,763.865235432332,221,2025-03-30 13:00:00,13,6,0.8235035243073968,0,3.0,10.0,42.436957524018446,13.846421475135923,0.14361476105444937,221,0.4481037749115034,0
1794,246,35.81,INR,upi,merchant_error,3,23,19.0,4.0,0.8409226927013235,276.615582595077,1563,2025-02-10 14:00:00,14,0,8.421032575305826,1,4.0,10.0,12.026764460655523,2.9775256775959313,0.15907730729867653,1563,0.29875698580290055,1
1795,343,135.72,INR,card,authentication_failed,2,21,13.0,8.0,0.6390971840106985,127.030293806813,181,2025-03-24 12:00:00,12,0,8.08174699122555,1,5.0,10.0,6.049061609848239,22.436537888627157,0.3609028159893015,181,0.10526384737885609,0
1796,1095,83.76,INR,upi,card_blocked,1,11,7.0,4.0,0.7223654780551076,130.79756119595024,1060,2025-03-16 13:00:00,13,6,16.548215254882738,0,4.0,7.0,11.890687381450022,7.044168037809922,0.27763452194489235,1060,0.01,0
1797,374,2751.3,INR,card,customer_cancelled,1,12,10.0,2.0,0.88865577284754,278.99165371512436,845,2025-01-30 12:00:00,12,3,2.033221024247675,0,2.0,10.0,23.249304476260363,118.33902398281745,0.11134422715245995,845,0.1272361705848971,0
1798,448,27.77,INR,wallet,network_timeout,3,11,8.0,3.0,0.7624006148103801,383.0698315060594,715,2025-03-27 09:00:00,9,3,9.703918171413005,1,3.0,8.0,34.82453013691449,0.797426408649902,0.23759938518961987,715,0.203751711794916,0
1799,1108,2204.26,INR,card,customer_cancelled,1,13,5.0,8.0,0.4511657428876096,2282.326547577478,1684,2025-03-13 22:00:00,22,3,0.5549567054109984,0,5.0,5.0,175.5635805828829,12.55533746054682,0.5488342571123904,1684,0.07191055708513491,0
1800,1114,54.95,INR,card,card_expired,1,16,7.0,9.0,0.4836889033246991,1481.469223438365,1284,2025-03-15 17:00:00,17,5,8.987117056577672,0,5.0,7.0,92.5918264648978,0.5934649104349607,0.5163110966753008,1284,0.14892872626041148,0
1801,855,3401.19,INR,card,customer_cancelled,1,13,5.0,8.0,0.45602642629905127,279.6611216409022,697,2025-01-14 18:00:00,18,1,7.73782826492792,0,5.0,5.0,21.51239397237709,158.10374263167947,0.5439735737009488,697,0.2181405775616843,0
1802,1447,28.43,INR,netbanking,network_timeout,1,21,13.0,8.0,0.6378836668303449,243.32883790315114,1214,2025-01-25 12:00:00,12,5,0.22342833169286228,0,5.0,10.0,11.587087519197674,2.45359327379695,0.3621163331696551,1214,0.28411564497086833,0
1803,315,165.39,INR,upi,card_blocked,2,20,13.0,7.0,0.6726140196621048,2359.7644581129616,180,2025-01-23 17:00:00,17,3,9.590359924236722,1,5.0,10.0,117.98822290564809,1.4017500723971221,0.32738598033789523,180,0.10134490287044666,0
1804,1194,39.47,INR,emi,daily_limit_exceeded,3,12,8.0,4.0,0.7253908630759581,590.8205089680254,744,2025-01-10 11:00:00,11,4,8.914154927642329,1,4.0,8.0,49.235042414002116,0.8016647912701909,0.2746091369240419,744,0.17257174690724586,0
1805,1423,567.07,INR,emi,daily_limit_exceeded,1,17,6.0,11.0,0.36412361580622754,423.58313283990617,966,2025-01-22 19:00:00,19,2,2.3690743451432854,0,5.0,6.0,24.916654872935656,22.7586729796522,0.6358763841937725,966,0.2112499550954389,0
1806,563,122.34,INR,upi,customer_cancelled,3,15,9.0,6.0,0.6641210063945732,38.08518494204389,819,2025-03-18 12:00:00,12,1,2.7781065170266266,1,5.0,9.0,2.5390123294695925,48.18409055365131,0.33587899360542683,819,0.2143634286149203,0
1807,742,2291.54,INR,emi,customer_cancelled,1,12,5.0,7.0,0.45658170831778844,165.67245319402568,617,2025-02-01 20:00:00,20,5,4.023601515337749,0,5.0,5.0,13.806037766168807,165.98100329808855,0.5434182916822116,617,0.13796033476608727,0
1808,731,1580.79,INR,emi,customer_cancelled,1,18,12.0,6.0,0.7071725904510409,987.4619550019191,964,2025-03-25 12:00:00,12,1,1.0479525955908642,0,5.0,10.0,54.85899750010662,28.81551016306719,0.29282740954895914,964,0.01,1
1809,654,18.96,INR,emi,daily_limit_exceeded,2,25,22.0,3.0,0.8899045327607398,248.1668366896091,1554,2025-01-18 16:00:00,16,5,27.90929794915916,1,3.0,10.0,9.926673467584365,1.910005407341547,0.11009546723926023,1554,0.31731166982135445,0
1810,410,3441.56,INR,emi,authentication_failed,2,14,12.0,2.0,0.8982863957283178,304.80470328820627,576,2025-02-22 12:00:00,12,5,10.590070818918507,1,2.0,10.0,21.771764520586164,158.0744636818873,0.10171360427168219,576,0.050826686905669965,0
1811,1002,9.36,INR,emi,invalid_cvv,2,12,8.0,4.0,0.6677644238800727,4164.956384845951,162,2025-01-26 11:00:00,11,6,0.7850171107330306,1,4.0,8.0,347.0796987371626,0.02696786943764223,0.33223557611992727,162,0.17507263308929513,0
1812,88,31.06,INR,emi,network_timeout,2,12,6.0,6.0,0.5552370903185809,447.1774844048915,595,2025-03-26 22:00:00,22,2,3.059765354730138,1,5.0,6.0,37.26479036707429,0.8334945586449186,0.44476290968141907,595,0.33539415739396705,1
1813,356,93.27,INR,netbanking,authentication_failed,2,19,15.0,4.0,0.7962069232976281,88.64737283518797,539,2025-01-10 20:00:00,20,4,5.0768949700777,1,4.0,10.0,4.665651201851998,19.99077855690908,0.2037930767023719,539,0.3388632304511032,0
1814,1399,1267.84,INR,upi,invalid_cvv,2,20,17.0,3.0,0.8935630076553849,843.7643987506443,1460,2025-03-28 12:00:00,12,4,1.2980526450615202,1,3.0,10.0,42.18821993753222,30.05199086089153,0.10643699234461512,1460,0.15323852858662443,0
1815,1132,59.87,INR,card,card_expired,1,23,19.0,4.0,0.8539662967396209,45.891238446649886,140,2025-03-07 15:00:00,15,4,0.9925195607165014,0,4.0,10.0,1.9952712368108647,30.005945505280284,0.14603370326037912,140,0.04537408165615194,0
1816,526,28.62,INR,emi,network_timeout,1,16,14.0,2.0,0.8979491216800435,161.5836665617392,298,2025-03-26 13:00:00,13,2,16.430320162705602,0,2.0,10.0,10.0989791601087,2.83394980287215,0.10205087831995652,298,0.3268778455245014,1
1817,183,14.46,INR,card,authentication_failed,2,12,9.0,3.0,0.8088094220967341,1149.9586033636556,1787,2025-02-25 18:00:00,18,1,4.532225302381918,1,3.0,9.0,95.82988361363796,0.15089238820636672,0.19119057790326588,1787,0.01,0
1818,833,48.47,INR,wallet,invalid_cvv,1,18,15.0,3.0,0.8856279538316469,30.462151076724822,1455,2025-01-13 18:00:00,18,0,3.621083295658014,0,3.0,10.0,1.6923417264847123,28.640787638487534,0.11437204616835306,1455,0.32296928310519984,0
1819,1211,85.6,INR,wallet,daily_limit_exceeded,1,15,9.0,6.0,0.6205667243634508,119.35682206828893,30,2025-02-26 07:00:00,7,2,1.4451488371402366,0,5.0,9.0,7.957121471219263,10.757659074278727,0.37943327563654916,30,0.24510061034297184,0
1820,1284,246.89,INR,wallet,invalid_cvv,3,10,9.0,1.0,0.9171178225048214,2872.893584338939,1076,2025-02-19 10:00:00,10,2,3.5364630557965517,1,1.0,9.0,287.2893584338939,0.8593774630075972,0.08288217749517857,1076,0.07073682101228118,0
1821,1034,111.03,INR,upi,daily_limit_exceeded,2,8,7.0,1.0,0.9333695803557287,151.91872205051652,696,2025-01-29 10:00:00,10,2,14.112090947871298,1,1.0,7.0,18.989840256314565,5.846810636707696,0.0666304196442713,696,0.5009075080586234,0
1822,1237,10619.91,INR,card,bank_declined,1,17,14.0,3.0,0.8643087712627222,373.683432690198,806,2025-03-20 08:00:00,8,3,11.948638565972512,0,3.0,10.0,21.98137839354106,483.13212255699676,0.1356912287372778,806,0.03467646893416312,0
1823,1392,21.17,INR,netbanking,bank_declined,2,18,15.0,3.0,0.841990599453786,458.55622632472745,80,2025-03-29 13:00:00,13,5,3.2832589136252386,1,3.0,10.0,25.475345906929302,0.8309995113448785,0.15800940054621404,80,0.022514725021895433,0
1824,461,108.39,INR,upi,bank_declined,1,13,5.0,8.0,0.44946011854919365,223.76289735200103,275,2025-01-14 10:00:00,10,1,6.803081331508954,0,5.0,5.0,17.21253056553854,6.2971565736539175,0.5505398814508063,275,0.06588249269695085,0
1825,1154,479.62,INR,card,network_timeout,1,15,10.0,5.0,0.7004205979737838,752.4436515900427,691,2025-03-05 10:00:00,10,2,2.983294605551924,0,5.0,10.0,50.16291010600285,9.561247523050008,0.29957940202621625,691,0.3148216220739545,0
1826,996,180.87,INR,netbanking,merchant_error,1,23,9.0,14.0,0.4323171965710622,157.8474473436731,1049,2025-03-26 20:00:00,20,2,15.136998350515716,0,5.0,9.0,6.8629324932031786,26.354623213783274,0.5676828034289378,1049,0.4469548369273505,0
1827,972,1768.8,INR,netbanking,card_expired,3,17,11.0,6.0,0.666032949005749,1208.8220514681466,1282,2025-02-06 23:00:00,23,3,7.486178399923129,1,5.0,10.0,71.10717949812627,24.875125303579356,0.33396705099425095,1282,0.02169584738685872,0
1828,182,16.45,INR,netbanking,card_expired,2,15,13.0,2.0,0.8917242279078799,5.207809519223333,125,2025-01-18 14:00:00,14,5,6.857970086665889,1,2.0,10.0,0.3471873012815555,16.45,0.10827577209212014,125,0.07036176914466385,0
1829,933,103.77,INR,wallet,network_timeout,3,17,9.0,8.0,0.5635771175738971,46.044204170732634,1511,2025-03-15 19:00:00,19,5,0.2898564610809049,1,5.0,9.0,2.7084825982783904,38.31296537255213,0.43642288242610294,1511,0.01,0
1830,1153,606.74,INR,upi,daily_limit_exceeded,2,12,6.0,6.0,0.5759857428505449,146.0887981773901,1490,2025-02-26 06:00:00,6,2,3.5336353524339104,1,5.0,6.0,12.174066514782508,49.83872884736243,0.42401425714945506,1490,0.2608493896371015,0
1831,735,1076.6,INR,netbanking,customer_cancelled,1,15,13.0,2.0,0.8978411934558044,59.705485399233496,1186,2025-03-14 11:00:00,11,4,4.569713927919298,0,2.0,10.0,3.980365693282233,270.4776603358344,0.10215880654419562,1186,0.30813711186477544,0
1832,5,614.13,INR,netbanking,card_blocked,1,15,10.0,5.0,0.7329960962318096,73.21446467406183,1160,2025-01-25 20:00:00,20,5,8.883701357243819,0,5.0,10.0,4.880964311604122,125.82144854858959,0.2670039037681904,1160,0.32242585422968245,1
1833,1210,4776.95,INR,netbanking,invalid_cvv,1,17,7.0,10.0,0.4627151109676818,997.3081100896978,588,2025-01-04 12:00:00,12,5,1.8611795533799167,0,5.0,7.0,58.665182946452816,81.42734344424025,0.5372848890323182,588,0.09761457901160407,0
1834,471,1075.26,INR,upi,merchant_error,3,26,20.0,6.0,0.7781117348854304,347.8122599867623,857,2025-01-02 12:00:00,12,3,0.3878490884863561,1,5.0,10.0,13.377394614875472,80.37888026449681,0.2218882651145696,857,0.2997767729032528,0
1835,217,233.53,INR,netbanking,insufficient_funds,1,10,6.0,4.0,0.6644563819274995,88.1721453733622,1430,2025-01-28 21:00:00,21,1,5.173262013417217,0,4.0,6.0,8.81721453733622,26.485688763852178,0.33554361807250055,1430,0.024526236948096802,0
1836,930,165.17,INR,emi,card_expired,3,22,13.0,9.0,0.6311324125904222,223.0012768712842,1618,2025-01-24 10:00:00,10,4,1.1543647178661316,1,5.0,10.0,10.136421675967464,16.294704904749874,0.3688675874095778,1618,0.01,0
1837,1154,79.71,INR,emi,invalid_cvv,1,15,10.0,5.0,0.7004205979737838,752.4436515900427,691,2025-03-07 19:00:00,19,4,9.95660977973693,0,5.0,10.0,50.16291010600285,1.5890226430555776,0.29957940202621625,691,0.13949700390595043,0
1838,115,2784.99,INR,emi,card_blocked,2,13,11.0,2.0,0.8611107907417024,2899.1409222875673,793,2025-02-20 14:00:00,14,3,1.2023218024755475,1,2.0,10.0,223.0108401759667,12.488137338088602,0.13888920925829762,793,0.01,0
1839,1021,23.94,INR,netbanking,insufficient_funds,1,19,16.0,3.0,0.8433691675204074,425.08975045413456,1716,2025-02-15 17:00:00,17,5,6.515883995922919,0,3.0,10.0,22.373144760743923,1.070032856623951,0.15663083247959264,1716,0.01,0
1840,1285,94.95,INR,emi,card_blocked,2,16,6.0,10.0,0.3767093833174684,18.021418564304856,604,2025-03-06 09:00:00,9,3,2.2520687949921405,1,5.0,6.0,1.1263386602690535,84.29969009260401,0.6232906166825316,604,0.01,0
1841,457,2674.53,INR,netbanking,customer_cancelled,2,16,9.0,7.0,0.5636622178400537,2251.3096466843913,1439,2025-01-10 11:00:00,11,4,3.25593113522451,1,5.0,9.0,140.70685291777446,19.007816211786984,0.43633778215994634,1439,0.03730512285274764,0
1842,770,1654.67,INR,upi,invalid_cvv,1,19,5.0,14.0,0.26428154279307786,201.93415479067448,1710,2025-01-23 19:00:00,19,3,6.423372576662976,0,5.0,5.0,10.6281134100355,155.6880262904979,0.7357184572069222,1710,0.1937000624579594,0
1843,632,215.82,INR,netbanking,authentication_failed,2,19,8.0,11.0,0.4650049103066312,12300.123794131681,314,2025-01-27 00:00:00,0,0,0.1245235496123273,1,5.0,8.0,647.3749365332463,0.3333771325095414,0.5349950896933688,314,0.13766665153359178,1
1844,1216,956.06,INR,upi,bank_declined,1,12,5.0,7.0,0.45396034793702156,24.740463608131183,168,2025-01-09 10:00:00,10,3,7.256337644222713,0,5.0,5.0,2.0617053006775987,463.72291892822017,0.5460396520629784,168,0.01,0
1845,935,85.31,INR,card,daily_limit_exceeded,3,16,13.0,3.0,0.861463704212438,44.83345792916405,1198,2025-02-02 21:00:00,21,6,9.80188317187561,1,3.0,10.0,2.802091120572753,30.44511985126396,0.138536295787562,1198,0.222471139847819,0
1846,1387,10941.76,INR,netbanking,authentication_failed,1,9,2.0,7.0,0.2620958909000359,126.64368501310761,1159,2025-02-07 05:00:00,5,4,3.643579060972874,0,5.0,2.0,14.071520557011958,777.5819219869333,0.7379041090999641,1159,0.018139447119792984,0
1847,152,1898.55,INR,card,invalid_cvv,1,18,14.0,4.0,0.7887352735902801,271.494900635631,834,2025-01-11 03:00:00,3,5,3.5817225964101542,0,4.0,10.0,15.083050035312832,125.87308240409367,0.21126472640971994,834,0.3585395867190816,0
1848,1440,761.74,INR,emi,invalid_cvv,2,17,15.0,2.0,0.9336236197265941,98.92128492856597,1232,2025-03-13 08:00:00,8,3,2.005923486245104,1,2.0,10.0,5.818899113445057,130.90792350050125,0.06637638027340587,1232,0.3116115912805157,1
1849,1010,156.34,INR,emi,invalid_cvv,1,18,12.0,6.0,0.6866811049972747,68.96392130996476,1561,2025-03-15 22:00:00,22,5,1.4547720460044977,0,5.0,10.0,3.831328961664709,40.80568428456491,0.31331889500272525,1561,0.2560877091911116,0
1850,96,226.03,INR,netbanking,authentication_failed,2,20,16.0,4.0,0.810348501306569,109.71697987982189,231,2025-01-19 12:00:00,12,6,14.648223335945595,1,4.0,10.0,5.485848993991095,41.20237364309174,0.189651498693431,231,0.01,0
1851,374,415.98,INR,upi,daily_limit_exceeded,1,12,10.0,2.0,0.88865577284754,278.99165371512436,845,2025-01-15 14:00:00,14,2,12.371193961822652,0,2.0,10.0,23.249304476260363,17.892148146829644,0.11134422715245995,845,0.40133333996143566,0
1852,848,303.41,INR,wallet,card_blocked,1,25,13.0,12.0,0.5437781189309114,47.504120130016744,1383,2025-03-24 19:00:00,19,0,0.504761133071441,0,5.0,10.0,1.9001648052006699,159.67562348780476,0.45622188106908856,1383,0.01,0
1853,1020,152.4,INR,upi,card_blocked,1,21,7.0,14.0,0.3578842544546079,402.27725925179476,790,2025-03-16 17:00:00,17,6,0.432189994102469,0,5.0,7.0,19.156059964371178,7.955706981678512,0.6421157455453921,790,0.1933546962272104,0
1854,1164,463.3,INR,netbanking,network_timeout,3,17,5.0,12.0,0.3169337970073213,505.9138740625222,379,2025-02-19 11:00:00,11,2,4.9367028712663865,1,5.0,5.0,29.759639650736602,15.568064850157974,0.6830662029926786,379,0.18416946809322038,0
1855,1168,1179.86,INR,emi,daily_limit_exceeded,2,18,14.0,4.0,0.8312443564992964,2222.3234345849155,1190,2025-03-19 21:00:00,21,2,2.150557636290699,1,4.0,10.0,123.4624130324953,9.556430746979332,0.1687556435007036,1190,0.2850169249169269,1
1856,232,4.77,INR,emi,invalid_cvv,2,11,10.0,1.0,0.9286648322558663,541.7720394056261,1287,2025-02-12 16:00:00,16,2,0.531497946735454,1,1.0,10.0,49.25200358232964,0.09684885188531403,0.07133516774413373,1287,0.35154565502624047,0
1857,1087,336.06,INR,wallet,merchant_error,3,16,9.0,7.0,0.6228299966942322,107.04458077099093,1269,2025-03-13 16:00:00,16,3,3.1849767100279767,1,5.0,9.0,6.690286298186933,50.23103422211875,0.3771700033057678,1269,0.12277540457867925,0
1858,1183,76.51,INR,card,card_expired,3,13,10.0,3.0,0.8433767380784665,521.7895378007586,33,2025-02-18 14:00:00,14,1,5.815392996011469,1,3.0,10.0,40.13765675390451,1.9061900018006723,0.15662326192153353,33,0.04254975288380023,0
1859,834,75.96,INR,card,network_timeout,2,17,8.0,9.0,0.5108283754053833,22.19939180877078,76,2025-01-22 18:00:00,18,2,14.475441295409697,1,5.0,8.0,1.3058465769865164,58.16916116998354,0.4891716245946167,76,0.29699588258037235,1
1860,108,4938.13,INR,netbanking,invalid_cvv,3,20,14.0,6.0,0.7133390471728235,350.045907800401,1778,2025-02-02 11:00:00,11,6,10.004871365368702,1,5.0,10.0,17.50229539002005,282.1418499664771,0.2866609528271765,1778,0.01,0
1861,361,921.9,INR,upi,invalid_cvv,2,19,16.0,3.0,0.8576016164788489,587.2455027014176,907,2025-02-17 21:00:00,21,0,12.861907619718291,1,3.0,10.0,30.907658036916718,29.82755920551678,0.14239838352115108,907,0.222329775955418,1
1862,1395,182.48,INR,upi,insufficient_funds,1,25,17.0,8.0,0.6873669955734828,29.95798059318964,1349,2025-01-02 11:00:00,11,3,0.7993530078415944,0,5.0,10.0,1.1983192237275855,152.2799571155701,0.3126330044265172,1349,0.16866524352158851,0
1863,479,246.56,INR,upi,card_blocked,2,22,16.0,6.0,0.7626100035291606,317.3883064549582,429,2025-01-17 09:00:00,9,4,6.675471652305487,1,5.0,10.0,14.4267412024981,17.09048471440704,0.23738999647083936,429,0.01,0
1864,924,14.8,INR,netbanking,authentication_failed,1,15,12.0,3.0,0.8429990871930535,751.3649800691297,738,2025-02-23 15:00:00,15,6,3.681808265695545,0,3.0,10.0,50.090998671275315,0.2954622665266816,0.1570009128069465,738,0.38519920810988895,0
1865,1235,453.55,INR,netbanking,daily_limit_exceeded,1,17,14.0,3.0,0.865402495486005,189.9623187652632,358,2025-01-10 20:00:00,20,4,6.033579983200151,0,3.0,10.0,11.174254045015482,40.58883914513433,0.134597504513995,358,0.28984941020220134,1
1866,1127,566.68,INR,netbanking,invalid_cvv,3,14,10.0,4.0,0.7207111618624122,435.1994858757542,262,2025-03-13 20:00:00,20,3,5.299415536845316,1,4.0,10.0,31.085677562553872,18.229617123823882,0.27928883813758776,262,0.16183508534878768,0
1867,486,87.06,INR,card,merchant_error,1,12,8.0,4.0,0.6860600624948382,1214.2685918017064,863,2025-03-26 18:00:00,18,2,9.776900538949512,0,4.0,8.0,101.18904931680886,0.8603697790205266,0.3139399375051618,863,0.3941647817086232,1
1868,1489,12217.78,INR,card,network_timeout,1,19,13.0,6.0,0.7011713252507527,4149.3241794222295,47,2025-02-05 11:00:00,11,2,2.1911910544822417,0,5.0,10.0,218.38548312748577,55.94593479854927,0.29882867474924735,47,0.3451419104223458,0
1869,567,1063.33,INR,emi,merchant_error,3,18,15.0,3.0,0.8875787400962023,89.13163976132698,183,2025-03-07 09:00:00,9,4,14.954097915811742,1,3.0,10.0,4.951757764518166,214.7378871436915,0.1124212599037977,183,0.23316308824522347,0
1870,496,28.95,INR,card,card_expired,2,12,10.0,2.0,0.8655045973641776,38.19226017948493,343,2025-02-02 21:00:00,21,6,3.3031317180779873,1,2.0,10.0,3.182688348290411,9.096083823460303,0.13449540263582238,343,0.08675202571535365,0
1871,1092,1819.39,INR,upi,card_blocked,1,13,6.0,7.0,0.5252506375568187,328.8177797223731,728,2025-02-21 08:00:00,8,4,0.742487479941337,0,5.0,6.0,25.293675363259467,71.93062984601953,0.47474936244318133,728,0.01,0
1872,314,27.21,INR,emi,invalid_cvv,1,18,13.0,5.0,0.7497108518712243,146.74760810961163,502,2025-01-10 10:00:00,10,4,1.261816097821418,0,5.0,10.0,8.152644894978424,3.3375671761148147,0.2502891481287757,502,0.2314698660420847,1
1873,32,353.62,INR,card,customer_cancelled,2,17,11.0,6.0,0.6515129966921064,261.75571924734544,1214,2025-01-12 12:00:00,12,6,12.471492739581162,1,5.0,10.0,15.39739524984385,22.966222160438868,0.3484870033078936,1214,0.15315355347253773,0
1874,91,112.88,INR,card,invalid_cvv,2,19,15.0,4.0,0.819154396207898,112.35882593195255,732,2025-02-06 13:00:00,13,3,2.4327885910851217,1,4.0,10.0,5.913622417471187,19.088131103282432,0.18084560379210202,732,0.06619128390502879,0
1875,349,129.35,INR,netbanking,daily_limit_exceeded,1,15,10.0,5.0,0.6740242262002143,3149.7094572009896,1678,2025-01-13 18:00:00,18,0,4.478076753198184,0,5.0,10.0,209.98063048006597,0.6160091990593368,0.3259757737997857,1678,0.3363356830639524,1
1876,1049,2527.09,INR,upi,authentication_failed,1,21,10.0,11.0,0.5208889120695386,587.595404829905,674,2025-03-14 12:00:00,12,4,3.3936478177279077,0,5.0,10.0,27.98073356332881,90.31535911238481,0.4791110879304614,674,0.06796623201994031,0
1877,899,73.02,INR,netbanking,authentication_failed,1,16,12.0,4.0,0.8089521550430667,5403.640099884192,1172,2025-01-14 09:00:00,9,1,1.3562910121942984,0,4.0,10.0,337.727506242762,0.21620981012873874,0.19104784495693328,1172,0.36018431528974093,0
1878,947,58.06,INR,netbanking,card_blocked,1,14,11.0,3.0,0.8499822915086273,615.7728725748167,63,2025-02-09 20:00:00,20,6,5.721834529103315,0,3.0,10.0,43.983776612486906,1.3200321680316303,0.15001770849137275,63,0.01,0
1879,233,64.58,INR,upi,card_expired,1,14,12.0,2.0,0.8742474192068691,1829.8806158004136,713,2025-03-02 16:00:00,16,6,29.194394254348957,0,2.0,10.0,130.7057582714581,0.4940868776865676,0.1257525807931309,713,0.12658764860981425,0
1880,429,93.35,INR,wallet,card_blocked,1,16,13.0,3.0,0.8378303603238997,5146.891771835701,210,2025-03-03 18:00:00,18,0,7.1271111888382555,0,3.0,10.0,321.6807357397313,0.2901945613414928,0.16216963967610032,210,0.2573251364983575,0
1881,520,440.91,INR,card,customer_cancelled,1,21,12.0,9.0,0.5749859216198911,379.6212619500103,1403,2025-03-03 19:00:00,19,0,0.9804505779656589,0,5.0,10.0,18.07720295000049,24.390388337150803,0.42501407838010885,1403,0.01,0
1882,961,338.68,INR,wallet,card_blocked,1,19,14.0,5.0,0.7713960046299309,248.33555281586453,265,2025-03-28 11:00:00,11,4,4.097032903839377,0,5.0,10.0,13.070292253466555,25.912197939581187,0.22860399537006915,265,0.04399789464993833,0
1883,470,291.52,INR,emi,daily_limit_exceeded,2,15,12.0,3.0,0.8100640598944818,368.04946442387603,554,2025-01-03 12:00:00,12,4,5.47430032205936,1,3.0,10.0,24.536630961591737,11.881011719022428,0.18993594010551818,554,0.2638999972674324,0
1884,1073,70.52,INR,netbanking,card_expired,2,17,12.0,5.0,0.7205381011000092,2.9668003508227874,1310,2025-02-12 14:00:00,14,2,14.57714615167558,1,5.0,10.0,0.17451766769545807,70.52,0.27946189889999085,1310,0.01,0
1885,694,341.26,INR,emi,insufficient_funds,1,15,9.0,6.0,0.6429244186251941,203.45000682495163,426,2025-02-25 11:00:00,11,1,1.3332686749294165,0,5.0,9.0,13.563333788330109,25.16048084679742,0.3570755813748059,426,0.0187954562031631,0
1886,1058,112.07,INR,wallet,invalid_cvv,2,12,7.0,5.0,0.5935681481150802,1872.0726405962025,823,2025-03-11 23:00:00,23,1,8.342775826457835,1,5.0,7.0,156.00605338301688,0.7183695604737358,0.4064318518849198,823,0.33407959497444395,1
1887,323,1459.72,INR,card,network_timeout,1,10,7.0,3.0,0.7139879856779258,63.24899624583185,1046,2025-01-31 16:00:00,16,4,2.656775982799624,0,3.0,7.0,6.3248996245831846,230.78943329416023,0.28601201432207424,1046,0.3159640678362855,1
1888,118,311.29,INR,upi,insufficient_funds,1,23,18.0,5.0,0.7992222363599503,44.075292397097535,522,2025-01-28 20:00:00,20,1,5.7932628348760105,0,5.0,10.0,1.916317060743371,162.44180380006924,0.20077776364004973,522,0.13271753633359376,0
1889,1094,776.58,INR,wallet,invalid_cvv,1,15,4.0,11.0,0.32879682971125856,6312.119949589084,912,2025-03-09 23:00:00,23,6,3.744058999133286,0,5.0,4.0,420.8079966392723,1.8454497210177898,0.6712031702887414,912,0.15418507714231283,0
1890,452,60.88,INR,wallet,daily_limit_exceeded,3,18,13.0,5.0,0.7412287177162808,650.7952240524262,1716,2025-03-23 07:00:00,7,6,9.06407398725094,1,5.0,10.0,36.15529022513479,1.6838476367056472,0.25877128228371915,1716,0.01,0
1891,981,13.49,INR,emi,network_timeout,1,18,9.0,9.0,0.5020112184595067,146.71406692953835,767,2025-01-30 14:00:00,14,3,0.8841455180156949,0,5.0,9.0,8.150781496085465,1.6550560221101223,0.4979887815404933,767,0.1835997730369599,0
1892,598,400.31,INR,netbanking,card_expired,3,11,7.0,4.0,0.7010765739230237,62.76945826234401,1233,2025-02-01 19:00:00,19,5,5.445441252301151,1,4.0,7.0,5.706314387485819,70.15211094535839,0.2989234260769763,1233,0.01,0
1893,1491,66.85,INR,wallet,insufficient_funds,3,18,14.0,4.0,0.8228464504754598,804.3878168679897,619,2025-03-09 15:00:00,15,6,10.090317788466933,1,4.0,10.0,44.68821204822165,1.4959202200317223,0.1771535495245402,619,0.1679324931791111,0
1894,1106,97.85,INR,netbanking,invalid_cvv,1,14,12.0,2.0,0.8801576387357218,243.59145800213128,1068,2025-01-02 12:00:00,12,3,2.469967941234352,0,2.0,10.0,17.39938985729509,5.623760419332989,0.11984236126427816,1068,0.3705481725655093,1
1895,582,294.74,INR,wallet,card_expired,3,17,11.0,6.0,0.6756669402691856,1124.2715392670705,1257,2025-03-19 12:00:00,12,2,2.1637942596175335,1,5.0,10.0,66.13361995688649,4.4567347166561495,0.3243330597308144,1257,0.04188740791177511,0
1896,1072,119.48,INR,netbanking,network_timeout,1,13,10.0,3.0,0.7978470174373753,246.75458867584427,833,2025-02-23 20:00:00,20,6,14.51681359201784,0,3.0,10.0,18.981122205834176,6.294675241239202,0.2021529825626247,833,0.34620582456281523,0
1897,1201,5.85,INR,card,insufficient_funds,3,13,5.0,8.0,0.4460878881827532,2473.521714670062,355,2025-02-27 21:00:00,21,3,2.6611500345694235,1,5.0,5.0,190.2709011284663,0.030745636696439572,0.5539121118172468,355,0.01,0
1898,1159,13543.92,INR,netbanking,merchant_error,3,17,14.0,3.0,0.8744658450364512,52.05438225594901,653,2025-02-26 08:00:00,8,2,1.96306589247098,1,3.0,10.0,3.0620224856440594,4423.194167743415,0.1255341549635488,653,0.3806919020886679,0
